1.333569525467843686e+00,-4.618235358071452623e+01,9.061592315538543119e+01,6.218038079169153631e-01,4.852387609941206104e-01,4.990718572872178127e-01,-3.589298685715677784e-01
8.291829041263909517e+00,-3.456504534146615981e+01,8.635515102714957436e+01,7.171159976252243773e-01,3.530782146781016873e-01,4.647829071849487459e-01,-3.808638463524874895e-01
-1.297222129468781127e+01,-3.265776637797243609e+01,8.903469695573529918e+01,-4.654048561458934419e-01,-3.848446343873279663e-01,-2.813892827612643477e-01,7.457298430438508152e-01
-8.630825816964543540e-01,-3.395768076177873951e+01,8.674208250136575771e+01,6.901818171971889626e-01,3.879369742181683067e-01,3.616540278280116483e-01,-4.923010536253346059e-01
-4.634661650308420811e+00,-2.952526277558972012e+01,8.661392315614067172e+01,-5.396356513840865343e-01,-3.235224991022834229e-01,-2.959866053803154595e-01,7.186922051652718801e-01
-6.177238927185583206e-01,-5.467612416355603955e+01,9.918100546977908039e+01,6.327775311587384710e-01,5.202012909174028588e-01,5.009607282487943403e-01,-2.793233999165854464e-01
6.204323184494010768e+00,-4.871309651582559042e+01,9.979796593577025021e+01,-3.080240826936030407e-01,-4.611122927519072934e-01,-4.957486597367582459e-01,6.683785486706245171e-01
-2.351950611629954613e-01,-3.627404699580403502e+01,9.570647230622796542e+01,6.509296547740197614e-01,3.802111530634131875e-01,3.852178094209103842e-01,-5.322943761932115159e-01
5.490566264829938703e+00,-5.421487729186906535e+01,9.897203438031181122e+01,-2.868310370476427340e-01,-4.331320701947682927e-01,-5.292443622538050008e-01,6.708390052594811470e-01
5.251764071849056137e+00,-3.331361423290579182e+01,8.679384883708642917e+01,6.589879461216692214e-01,3.735247402682371765e-01,4.338555117625999547e-01,-4.878355770001849834e-01
2.533694512372043128e+00,-3.316181975532114734e+01,8.819322402520697324e+01,6.924390922402479109e-01,3.730892853434348289e-01,3.670168682440286823e-01,-4.966196805642844048e-01
2.980242518545021646e+00,-3.373412090604371372e+01,8.660413104557635222e+01,-5.291713993744936451e-01,-3.519856822627615012e-01,-3.953631466086066637e-01,6.631528420129095824e-01
-6.263673891413280570e-01,-3.703020878683748407e+01,9.542928320252195817e+01,-5.291681009219407761e-01,-3.746852840951230279e-01,-3.868540960258616823e-01,6.556950260885303639e-01
9.623700407491291742e+00,-3.888112292427295813e+01,9.337829332628233203e+01,7.122158074371200964e-01,3.604187765526221665e-01,4.226866105325252643e-01,-4.291654441139550191e-01
6.742801369107918497e+00,-2.245270709712004376e+01,7.956046870442703778e+01,6.438996864078060378e-01,2.663103625526124230e-01,3.636162061328605533e-01,-6.182679348620385706e-01
-1.003471524165250317e+00,-3.450865201975884133e+01,9.057384282070009363e+01,7.158211973693510144e-01,3.934319579120902355e-01,3.721592623501935870e-01,-4.408047088418259873e-01
-6.117422343414370411e-01,-2.579345236109005057e+01,8.189298151900484868e+01,7.421548476821392404e-01,3.126692853092510327e-01,3.009982228442449892e-01,-5.107290572609989310e-01
1.265920740396074073e+01,-3.825797032081796090e+01,9.359230704647373500e+01,-4.866139553194407941e-01,-2.363998651150241159e-01,-4.795508136321940951e-01,6.909073594966763654e-01
-3.800435987904079216e+00,-4.756947524610029632e+01,9.406621637745251974e+01,-3.907031255327059194e-01,-5.166805853423618311e-01,-4.738860487007863775e-01,5.965100613367759763e-01
4.297390730681415860e+00,-2.405591519360757147e+01,7.859544867837257698e+01,7.060460597853200904e-01,3.155203652221590382e-01,3.404843524055852222e-01,-5.348048862516575630e-01
-1.630992310648431642e+00,-2.595529017317198139e+01,8.632250359762274172e+01,6.909183573502866160e-01,3.434120344166287642e-01,2.754835714582222761e-01,-5.734185207602194856e-01
2.483536285932996357e+00,-4.045771579993675005e+01,9.864732515633701837e+01,6.485224097311155234e-01,4.429467095831558510e-01,4.129232981680845405e-01,-4.612062948139273866e-01
-1.801619483217279383e+00,-4.825410905374581461e+01,9.478130091999790352e+01,6.110772973630027582e-01,5.157295964566648294e-01,4.325767667747917877e-01,-4.165151387799023719e-01
5.883409337977091980e+00,-4.845119511857139827e+01,9.211796912116680858e+01,5.761535650333295955e-01,4.775792291953055435e-01,5.140165416493340800e-01,-4.192280337137085922e-01
1.369762325097316058e+01,-2.916012339710962920e+01,8.477583712187330889e+01,7.350831759616369698e-01,2.709144902074017702e-01,4.325678350810016615e-01,-4.462545590435504916e-01
